0.125493 0.000000 0.000000
0.388116 0.000000 0.000000
0.650663 0.000000 0.000000
0.912935 0.000000 0.000000
1.175639 0.000000 0.000000
1.437947 0.000000 0.000000
1.700163 0.000000 0.000000
1.962122 0.000000 0.000000
2.221189 0.000000 0.000000
2.479868 0.000000 1.300000
2.605632 0.208163 1.300000
2.683505 0.336073 1.300000
2.735483 0.503611 1.300000
2.779690 0.591465 1.300000
2.819726 0.654838 1.300000
2.856176 0.716061 1.300000
2.892665 0.724677 1.300000
2.926389 0.770976 1.300000
2.958626 0.809407 1.300000
2.990408 0.828850 1.300000
3.017615 0.962097 1.300000
3.050209 0.806353 1.300000
3.078932 0.910152 1.300000
3.108175 0.920139 1.300000
3.135480 0.938917 1.300000
3.162430 0.973406 1.300000
3.190135 0.946970 1.300000
3.217340 0.964478 1.300000
3.243766 0.990728 1.300000
3.270440 0.985570 1.300000
3.293879 1.119466 1.300000
3.322235 0.925150 1.300000
3.347410 1.042158 1.300000
3.372829 1.031932 1.300000
3.398045 1.040521 1.300000
3.422444 1.075312 1.300000
3.447603 1.042979 1.300000
3.472540 1.053092 1.300000
3.497226 1.063574 1.300000
3.521669 1.066656 1.300000
3.543592 1.203670 1.300000
3.570109 0.989249 1.300000
3.593561 1.111764 1.300000
3.617481 1.103983 1.300000
3.641304 1.101230 1.300000
3.664380 1.136169 1.300000
3.688581 1.093234 1.300000
3.712493 1.088922 1.300000
3.735911 1.119844 1.300000
3.759607 1.108045 1.300000
3.780522 1.254973 1.300000
3.805935 1.032414 1.300000
3.829002 1.137730 1.300000
3.852432 1.149974 1.300000
3.874996 1.132092 1.300000
3.897916 1.144807 1.300000
3.921048 1.132866 1.300000
3.944470 1.116448 1.300000
3.967940 1.125552 1.300000
3.991125 1.142833 1.300000
4.011541 1.272081 1.300000
4.036495 1.050254 1.300000
4.059151 1.158825 1.300000
4.081867 1.158014 1.300000
4.104809 1.150773 1.300000
4.127264 1.168018 1.300000
4.150687 1.124024 1.300000
4.174166 1.148777 1.300000
4.196581 1.141258 1.300000
4.219549 1.144017 1.300000
4.239956 1.287908 1.300000
4.264646 1.064257 1.300000
4.287109 1.170288 1.300000
4.309206 1.183670 1.300000
4.353991 1.182613 1.300000
4.376952 1.146392 1.300000
4.399545 1.155590 1.300000
4.422764 1.168843 1.300000
4.444943 1.153779 1.300000
4.464982 1.311621 1.300000
4.489455 1.073744 1.300000
4.511400 1.197145 1.300000
4.533484 1.188128 1.300000
4.555665 1.183881 1.300000
4.577782 1.190904 1.300000
4.600185 1.169462 1.300000
4.623518 1.160245 1.300000
4.645824 1.158825 1.300000
4.667719 1.185152 1.300000
4.687605 1.324470 1.300000
4.712016 1.076361 1.300000
4.733932 1.199095 1.300000
4.755812 1.199095 1.300000
4.777951 1.188981 1.300000
4.799552 1.208501 1.300000
4.822188 1.167812 1.300000
4.844763 1.163914 1.300000
4.867222 1.183247 1.300000
4.889202 1.178197 1.300000
4.908929 1.330856 1.300000
4.933402 1.078288 1.300000
4.955446 1.193909 1.300000
4.976962 1.216043 1.300000
4.999215 1.188981 1.300000
5.020724 1.217160 1.300000
5.043253 1.167401 1.300000
5.065644 1.177778 1.300000
5.088144 1.173189 1.300000
5.110384 1.182824 1.300000
5.129869 1.341908 1.300000
5.154399 1.077937 1.300000
5.175943 1.217607 1.300000
5.197941 1.199529 1.300000
5.219955 1.203670 1.300000
5.241424 1.210709 1.300000
5.286449 1.175896 1.300000
5.308456 1.194986 1.300000
5.330702 1.183670 1.300000
5.350810 1.324206 1.300000
5.374349 1.101596 1.300000
5.396317 1.203014 1.300000
5.418315 1.196064 1.300000
5.439777 1.221198 1.300000
5.461487 1.219400 1.300000
5.484018 1.165142 1.300000
5.505997 1.196929 1.300000
5.528023 1.194770 1.300000
5.549998 1.197361 1.300000
5.569874 1.323941 1.300000
5.593631 1.107489 1.300000
5.615107 1.225264 1.300000
5.636587 1.217831 1.300000
5.658606 1.202141 1.300000
5.680119 1.223002 1.300000
5.702136 1.195201 1.300000
5.767732 1.198444 0.000000
5.787360 1.344359 0.000000
5.811508 1.089280 0.000000
5.833503 1.196280 0.000000
5.855215 1.208942 0.000000
5.879769 1.068721 0.000000
5.904286 1.077937 0.000000
5.929335 1.075836 0.000000
5.954333 1.028248 0.000000
5.980151 1.020015 0.000000
6.006459 1.000906 0.000000
6.030813 1.081280 0.000000
6.060000 0.902097 0.000000
6.088127 0.956679 0.000000
6.116455 0.917844 0.000000
6.145408 0.900993 0.000000
6.175265 0.882392 0.000000
6.239858 0.804102 0.000000
6.273252 0.788315 0.000000
6.308591 0.744968 0.000000
6.341495 0.800121 0.000000
6.381775 0.651746 0.000000
6.420955 0.672725 0.000000
6.462212 0.638862 0.000000
6.505426 0.606907 0.000000
6.551120 0.576137 0.000000
6.601887 0.519771 0.000000
6.655999 0.486274 0.000000
6.714754 0.447877 0.000000
6.781871 0.391340 0.000000
6.852935 0.370671 0.000000
6.957029 0.252921 0.000000
7.100021 0.183997 0.000000
7.360865 0.000000 0.000000
7.621297 0.000000 0.000000
7.881694 0.000000 0.000000
